State,District,Caste_Category,Religion,Literacy_Rate,Avg_Income_INR,Gender_Ratio,Occupation,Population
Maharashtra,Nagpur,OBC,Hindu,70.96,43213,0.84,Daily Wage,5744
Tamil Nadu,Chennai,General,Hindu,82.64,66473,0.88,Daily Wage,12321
Tamil Nadu,Chennai,OBC,Hindu,71.94,44634,0.9,Agriculture,10151
Tamil Nadu,Coimbatore,General,Hindu,74.82,47448,0.8,Unemployed,6882
Bihar,Bhagalpur,ST,Hindu,64.59,18497,1.04,Agriculture,5379
Bihar,Bhagalpur,SC,Hindu,53.29,32580,1.09,Unemployed,13105
Rajasthan,Udaipur,OBC,Hindu,74.96,18807,0.85,Agriculture,8299
Rajasthan,Jaipur,OBC,Hindu,64.01,40919,0.99,Service,1898
Uttar Pradesh,Lucknow,OBC,Hindu,61.57,17491,0.98,Unemployed,11079
Maharashtra,Nagpur,OBC,Hindu,68.18,67358,0.95,Daily Wage,11549
Uttar Pradesh,Varanasi,OBC,Hindu,88.14,17444,0.79,Service,9922
Tamil Nadu,Coimbatore,ST,Hindu,48.8,52836,1.13,Unemployed,5177
Uttar Pradesh,Varanasi,ST,Hindu,52.18,28091,0.83,Service,4967
Rajasthan,Ajmer,SC,Hindu,41.88,45776,0.97,Daily Wage,6387
Maharashtra,Mumbai,ST,Hindu,60.1,13999,1.11,Service,13460
Uttar Pradesh,Lucknow,General,Hindu,64.97,53004,0.8,Daily Wage,4480
Tamil Nadu,Chennai,SC,Hindu,58.09,39370,0.98,Business,4281
Tamil Nadu,Coimbatore,OBC,Hindu,71.55,42417,0.84,Business,12088
Uttar Pradesh,Lucknow,OBC,Hindu,71.97,36706,0.97,Business,6822
Rajasthan,Jaipur,ST,Hindu,60.72,15901,0.82,Service,5731
Uttar Pradesh,Varanasi,General,Muslim,47.86,57263,1.03,Daily Wage,6749
Maharashtra,Pune,SC,Hindu,68.44,39601,0.74,Daily Wage,7083
Tamil Nadu,Madurai,SC,Hindu,49.73,37556,0.96,Daily Wage,1211
Bihar,Bhagalpur,OBC,Hindu,67.77,40533,0.95,Agriculture,6027
Tamil Nadu,Coimbatore,OBC,Muslim,71.21,25414,1.05,Business,13947
Maharashtra,Pune,ST,Muslim,55.69,15040,0.87,Agriculture,3106
Rajasthan,Udaipur,OBC,Muslim,66.52,49910,0.95,Service,10998
Uttar Pradesh,Kanpur,ST,Hindu,58.14,16270,1.03,Business,895
Maharashtra,Nagpur,OBC,Hindu,63.48,33499,1.1,Agriculture,7055
Uttar Pradesh,Varanasi,SC,Hindu,65.09,10576,0.77,Service,11151
Uttar Pradesh,Kanpur,ST,Hindu,59.36,16808,1.01,Agriculture,14814
Bihar,Patna,OBC,Muslim,70.42,37480,0.88,Service,6174
Maharashtra,Mumbai,SC,Christian,77.41,77638,0.92,Business,11695
Tamil Nadu,Madurai,ST,Christian,63.53,36461,0.92,Business,14192
Rajasthan,Ajmer,General,Hindu,61.68,28725,0.84,Unemployed,1519
Rajasthan,Jaipur,OBC,Hindu,74.05,27204,0.7,Service,1031
Bihar,Patna,SC,Hindu,64.45,34426,1.08,Service,8192
Tamil Nadu,Madurai,SC,Hindu,63.73,12819,0.73,Business,8645
Uttar Pradesh,Lucknow,ST,Hindu,52.81,25623,1.04,Service,5640
Maharashtra,Pune,OBC,Christian,69.91,52005,0.82,Business,2042
Uttar Pradesh,Varanasi,General,Christian,79.65,55814,0.75,Unemployed,12169
Uttar Pradesh,Lucknow,OBC,Muslim,83.23,36401,0.99,Business,3725
Tamil Nadu,Coimbatore,OBC,Hindu,61.35,54128,0.83,Business,4826
Maharashtra,Mumbai,General,Muslim,78.32,57309,0.85,Business,12053
Tamil Nadu,Madurai,SC,Hindu,79.83,38472,1.02,Service,8959
Bihar,Bhagalpur,OBC,Hindu,54.73,66765,0.83,Agriculture,1574
Maharashtra,Pune,OBC,Hindu,80.25,20078,0.89,Agriculture,11918
Uttar Pradesh,Kanpur,General,Hindu,77.89,60413,0.82,Business,9136
Uttar Pradesh,Varanasi,SC,Hindu,70.9,50674,0.86,Business,13080
Maharashtra,Mumbai,OBC,Sikh,85.99,13147,0.89,Business,689
Maharashtra,Mumbai,General,Hindu,74.79,32196,0.98,Business,11422
Maharashtra,Pune,SC,Hindu,62.41,32193,1.03,Daily Wage,14850
Uttar Pradesh,Kanpur,SC,Hindu,57.72,38473,1.06,Service,12773
Uttar Pradesh,Varanasi,OBC,Christian,77.91,46790,0.84,Business,5912
Rajasthan,Udaipur,OBC,Christian,75.25,21822,0.82,Agriculture,13818
Tamil Nadu,Coimbatore,General,Hindu,69.28,31435,1.03,Unemployed,14968
Uttar Pradesh,Lucknow,ST,Christian,68.15,10000,0.87,Service,6291
Uttar Pradesh,Lucknow,OBC,Hindu,55.4,28060,1.0,Daily Wage,13238
Maharashtra,Mumbai,OBC,Muslim,67.58,26153,1.08,Business,8888
Uttar Pradesh,Lucknow,ST,Hindu,36.95,53553,0.9,Daily Wage,2256
Rajasthan,Udaipur,OBC,Christian,69.22,27089,1.1,Daily Wage,13415
Bihar,Gaya,OBC,Hindu,57.69,35176,1.0,Unemployed,4346
Bihar,Gaya,General,Hindu,53.89,31201,0.94,Agriculture,10898
Maharashtra,Mumbai,SC,Hindu,51.13,22766,0.92,Daily Wage,930
Tamil Nadu,Coimbatore,General,Christian,76.5,39859,1.06,Agriculture,14524
Tamil Nadu,Coimbatore,General,Muslim,60.02,26221,1.14,Service,1157
Maharashtra,Mumbai,ST,Muslim,53.42,15336,0.78,Service,14472
Bihar,Gaya,OBC,Hindu,80.75,29880,0.92,Agriculture,7251
Uttar Pradesh,Kanpur,SC,Sikh,58.41,50194,0.93,Agriculture,7886
Maharashtra,Pune,ST,Hindu,83.44,37006,1.06,Unemployed,803
Tamil Nadu,Madurai,General,Hindu,78.05,44453,0.89,Unemployed,12389
Uttar Pradesh,Lucknow,OBC,Hindu,73.32,42651,0.89,Daily Wage,5147
Uttar Pradesh,Kanpur,General,Hindu,71.66,63543,1.16,Unemployed,7303
Maharashtra,Pune,SC,Hindu,68.54,62941,0.89,Business,6061
Rajasthan,Jaipur,SC,Muslim,67.02,55077,0.86,Daily Wage,6999
Uttar Pradesh,Kanpur,General,Muslim,65.14,71068,0.85,Unemployed,8857
Maharashtra,Nagpur,ST,Muslim,46.59,57919,1.07,Daily Wage,12663
Bihar,Bhagalpur,SC,Hindu,64.32,34314,0.91,Service,7857
Bihar,Gaya,SC,Hindu,62.82,58697,0.97,Unemployed,14347
Rajasthan,Ajmer,OBC,Hindu,91.67,21530,0.95,Agriculture,621
Maharashtra,Mumbai,OBC,Muslim,66.27,18722,0.93,Unemployed,2119
Maharashtra,Mumbai,OBC,Hindu,74.17,42863,1.17,Daily Wage,14499
Maharashtra,Nagpur,General,Hindu,74.64,62252,0.96,Daily Wage,8313
Rajasthan,Ajmer,General,Hindu,86.78,80976,1.0,Business,7760
Rajasthan,Ajmer,General,Hindu,60.07,36767,0.98,Unemployed,12454
Bihar,Bhagalpur,OBC,Christian,74.56,45476,1.0,Business,11714
Bihar,Gaya,OBC,Muslim,70.07,25457,0.99,Service,9702
Uttar Pradesh,Kanpur,General,Hindu,88.55,60298,1.0,Daily Wage,6489
Rajasthan,Jaipur,General,Christian,80.3,39434,0.9,Service,2038
Tamil Nadu,Madurai,SC,Hindu,52.52,33120,0.91,Daily Wage,9542
Rajasthan,Udaipur,OBC,Muslim,82.08,27870,0.87,Daily Wage,6205
Rajasthan,Udaipur,ST,Christian,79.43,28229,0.97,Business,9864
Tamil Nadu,Chennai,SC,Hindu,64.51,17949,1.07,Business,2308
Uttar Pradesh,Lucknow,OBC,Muslim,76.37,58375,0.88,Service,13625
Maharashtra,Nagpur,OBC,Hindu,70.99,35590,0.98,Unemployed,4469
Tamil Nadu,Coimbatore,General,Hindu,55.45,46662,0.81,Service,2969
Rajasthan,Ajmer,SC,Muslim,63.58,10000,0.76,Daily Wage,2911
Tamil Nadu,Chennai,OBC,Hindu,78.19,26797,0.85,Business,4717
Uttar Pradesh,Varanasi,OBC,Sikh,82.71,39914,1.04,Daily Wage,6966
Uttar Pradesh,Varanasi,General,Hindu,68.34,85194,0.89,Business,12912
Uttar Pradesh,Lucknow,SC,Hindu,77.44,34079,0.78,Unemployed,2449
Rajasthan,Udaipur,OBC,Muslim,74.83,39721,0.84,Service,13402
Uttar Pradesh,Varanasi,SC,Hindu,50.78,34629,0.98,Daily Wage,6381
Rajasthan,Jaipur,General,Muslim,45.29,60796,0.9,Daily Wage,8804
Bihar,Patna,General,Hindu,56.68,59115,0.95,Agriculture,11996
Bihar,Patna,OBC,Hindu,82.16,41569,0.95,Business,10852
Tamil Nadu,Madurai,General,Muslim,68.47,52240,0.91,Business,6752
Uttar Pradesh,Lucknow,SC,Hindu,51.47,44148,0.94,Daily Wage,4371
Uttar Pradesh,Varanasi,General,Hindu,70.34,61340,0.94,Business,3757
Maharashtra,Mumbai,OBC,Hindu,70.15,26005,0.99,Daily Wage,971
Uttar Pradesh,Lucknow,SC,Hindu,63.5,48511,0.89,Service,2691
Bihar,Patna,General,Muslim,65.42,56882,0.98,Agriculture,7899
Bihar,Gaya,SC,Hindu,50.94,54598,0.78,Unemployed,2907
Maharashtra,Nagpur,OBC,Christian,77.84,16021,1.14,Agriculture,6669
Tamil Nadu,Chennai,OBC,Hindu,54.55,52283,0.94,Agriculture,9949
Bihar,Bhagalpur,OBC,Hindu,66.33,37780,1.01,Agriculture,7738
Rajasthan,Ajmer,OBC,Hindu,60.96,22763,1.01,Business,3289
Tamil Nadu,Coimbatore,OBC,Hindu,52.93,26236,1.2,Service,10276
Maharashtra,Mumbai,General,Muslim,60.32,62217,0.89,Service,6873
Maharashtra,Nagpur,SC,Hindu,65.09,44815,1.06,Unemployed,4652
Uttar Pradesh,Varanasi,OBC,Muslim,68.0,64833,0.89,Business,7683
Tamil Nadu,Chennai,General,Hindu,72.34,48679,0.84,Daily Wage,14106
Uttar Pradesh,Kanpur,OBC,Christian,67.14,37422,0.91,Business,1001
Tamil Nadu,Coimbatore,OBC,Hindu,94.41,22420,1.07,Business,12114
Rajasthan,Jaipur,SC,Hindu,68.56,34792,0.86,Unemployed,12381
Rajasthan,Udaipur,General,Hindu,62.32,37230,0.77,Business,8940
Rajasthan,Jaipur,ST,Hindu,49.97,12762,1.08,Daily Wage,8405
Tamil Nadu,Coimbatore,General,Christian,76.18,56789,1.01,Agriculture,7744
Uttar Pradesh,Varanasi,SC,Hindu,61.67,56910,0.89,Unemployed,4572
Maharashtra,Pune,ST,Hindu,61.07,46205,0.82,Unemployed,6460
Bihar,Gaya,OBC,Hindu,100.0,35428,0.96,Daily Wage,6460
Rajasthan,Ajmer,OBC,Christian,82.57,48724,0.95,Daily Wage,14585
Tamil Nadu,Coimbatore,General,Hindu,71.3,22437,0.89,Daily Wage,9821
Uttar Pradesh,Varanasi,General,Muslim,75.17,51658,1.07,Agriculture,2686
Tamil Nadu,Chennai,OBC,Hindu,68.79,14190,1.06,Unemployed,4665
Tamil Nadu,Madurai,OBC,Hindu,84.36,48473,0.93,Unemployed,14245
Bihar,Bhagalpur,ST,Muslim,70.44,86433,0.96,Agriculture,11194
Tamil Nadu,Coimbatore,General,Hindu,56.88,36205,1.01,Unemployed,6981
Uttar Pradesh,Varanasi,ST,Hindu,43.95,37541,0.99,Unemployed,14709
Bihar,Gaya,General,Hindu,85.35,64652,1.04,Business,14839
Rajasthan,Udaipur,OBC,Hindu,48.37,48815,1.02,Business,11584
Rajasthan,Ajmer,General,Hindu,72.56,19046,0.87,Service,11429
Tamil Nadu,Madurai,SC,Hindu,48.33,10000,0.95,Daily Wage,14354
Bihar,Gaya,SC,Hindu,52.02,74379,0.93,Agriculture,12368
Maharashtra,Mumbai,OBC,Hindu,82.94,11463,0.9,Unemployed,5017
Bihar,Patna,OBC,Muslim,70.97,21377,0.91,Agriculture,4289
Tamil Nadu,Madurai,OBC,Hindu,67.82,31491,1.14,Unemployed,13024
Maharashtra,Mumbai,OBC,Muslim,73.78,42192,1.0,Daily Wage,4497
Rajasthan,Udaipur,OBC,Hindu,76.13,33756,0.92,Unemployed,3830
Bihar,Patna,OBC,Hindu,71.67,52352,1.06,Daily Wage,6018
Rajasthan,Ajmer,General,Hindu,67.6,56517,0.93,Daily Wage,9526
Bihar,Bhagalpur,General,Hindu,70.34,37897,0.93,Business,3131
Tamil Nadu,Chennai,General,Hindu,83.41,46386,0.96,Unemployed,3582
Rajasthan,Ajmer,SC,Hindu,45.53,30361,0.93,Daily Wage,4328
Uttar Pradesh,Lucknow,OBC,Hindu,61.71,35324,0.91,Business,9717
Maharashtra,Pune,SC,Hindu,60.8,36822,0.85,Business,3861
Tamil Nadu,Coimbatore,SC,Hindu,56.01,36160,1.07,Unemployed,8019
Tamil Nadu,Chennai,ST,Muslim,62.57,25070,0.99,Business,10179
Uttar Pradesh,Lucknow,SC,Hindu,77.08,48750,1.0,Business,6746
Tamil Nadu,Coimbatore,OBC,Hindu,77.26,56599,1.06,Daily Wage,12217
Uttar Pradesh,Lucknow,OBC,Hindu,75.67,51029,0.84,Service,7322
Rajasthan,Ajmer,General,Hindu,54.98,47356,0.96,Unemployed,6503
Rajasthan,Ajmer,General,Hindu,64.56,57387,0.76,Agriculture,12776
Maharashtra,Mumbai,OBC,Sikh,64.65,27725,0.79,Daily Wage,3111
Uttar Pradesh,Lucknow,OBC,Hindu,84.95,14611,0.89,Unemployed,5416
Tamil Nadu,Chennai,SC,Hindu,69.08,44690,0.84,Daily Wage,7369
Rajasthan,Udaipur,General,Hindu,76.82,49346,1.18,Service,10407
Bihar,Bhagalpur,OBC,Hindu,74.04,32881,0.86,Business,8518
Rajasthan,Jaipur,SC,Hindu,52.56,22613,1.09,Agriculture,10355
Tamil Nadu,Chennai,ST,Sikh,60.18,43478,1.1,Unemployed,5437
Bihar,Patna,General,Hindu,46.42,64183,0.96,Business,10805
Bihar,Bhagalpur,SC,Hindu,64.35,22573,0.87,Agriculture,14887
Uttar Pradesh,Varanasi,General,Christian,74.89,80768,1.05,Daily Wage,7235
Rajasthan,Jaipur,General,Hindu,82.66,42119,0.89,Agriculture,13249
Uttar Pradesh,Varanasi,ST,Muslim,52.19,27675,0.74,Daily Wage,1957
Uttar Pradesh,Varanasi,SC,Hindu,52.75,26594,0.93,Business,12228
Maharashtra,Pune,ST,Hindu,61.32,40436,0.95,Business,7691
Tamil Nadu,Chennai,General,Hindu,64.19,15549,0.89,Daily Wage,11072
Rajasthan,Jaipur,OBC,Hindu,60.28,41991,1.04,Agriculture,3088
Maharashtra,Mumbai,SC,Hindu,69.39,46354,0.94,Business,14861
Bihar,Gaya,OBC,Hindu,64.78,23793,0.8,Daily Wage,6925
Tamil Nadu,Coimbatore,General,Hindu,79.92,42379,0.83,Unemployed,6762
Uttar Pradesh,Lucknow,General,Hindu,61.74,31995,0.95,Service,12522
Rajasthan,Jaipur,ST,Hindu,70.67,29780,0.72,Daily Wage,13447
Tamil Nadu,Coimbatore,General,Hindu,68.11,42657,0.93,Service,9307
Bihar,Bhagalpur,General,Christian,63.73,48261,0.96,Unemployed,13840
Bihar,Gaya,OBC,Hindu,69.75,41189,0.91,Daily Wage,14756
Tamil Nadu,Coimbatore,OBC,Sikh,65.13,55701,1.01,Business,11310
Maharashtra,Mumbai,OBC,Hindu,78.27,53391,1.0,Unemployed,13468
Tamil Nadu,Chennai,OBC,Muslim,79.28,11309,0.97,Unemployed,9552
Maharashtra,Pune,General,Hindu,68.17,70165,1.04,Agriculture,7689
Rajasthan,Ajmer,SC,Hindu,53.7,40591,0.97,Unemployed,8068
Tamil Nadu,Chennai,OBC,Muslim,74.54,19717,0.99,Agriculture,8649
Rajasthan,Ajmer,OBC,Hindu,67.72,39236,0.88,Service,2271
Maharashtra,Pune,SC,Hindu,54.15,52607,0.84,Service,8283
Uttar Pradesh,Kanpur,General,Muslim,60.22,44226,0.87,Business,2896
Rajasthan,Udaipur,General,Muslim,61.15,46576,0.8,Unemployed,9701
Tamil Nadu,Chennai,OBC,Hindu,59.92,65811,1.0,Daily Wage,5311
Uttar Pradesh,Lucknow,OBC,Muslim,62.53,41273,1.01,Service,13450
Rajasthan,Ajmer,OBC,Hindu,79.94,33092,1.05,Unemployed,10056
Uttar Pradesh,Kanpur,SC,Muslim,39.62,19155,0.97,Business,14144
Rajasthan,Ajmer,OBC,Hindu,73.3,21323,0.98,Unemployed,12812
Maharashtra,Mumbai,General,Hindu,63.76,40845,1.05,Unemployed,9425
Maharashtra,Nagpur,ST,Hindu,69.09,20044,0.84,Service,14235
Rajasthan,Jaipur,ST,Hindu,55.89,34598,0.88,Daily Wage,4224
Rajasthan,Ajmer,ST,Christian,70.41,40210,0.99,Business,5344
Tamil Nadu,Coimbatore,OBC,Hindu,57.33,52509,0.7,Business,1541
Bihar,Patna,OBC,Hindu,78.34,49014,0.91,Agriculture,14354
Maharashtra,Pune,OBC,Hindu,82.73,34053,0.96,Service,12882
Tamil Nadu,Coimbatore,OBC,Hindu,73.4,82798,1.08,Business,10202
Tamil Nadu,Coimbatore,General,Hindu,77.01,31307,0.96,Service,6956
Bihar,Patna,OBC,Hindu,61.87,47331,0.96,Service,952
Bihar,Gaya,General,Hindu,58.75,46216,0.87,Daily Wage,8534
Bihar,Gaya,OBC,Hindu,71.51,22113,0.95,Service,4611
Rajasthan,Udaipur,OBC,Muslim,77.5,34204,0.91,Unemployed,14544
Tamil Nadu,Madurai,ST,Hindu,62.03,45457,0.84,Daily Wage,6742
Rajasthan,Jaipur,OBC,Hindu,72.61,54763,1.01,Agriculture,3768
Rajasthan,Jaipur,OBC,Muslim,70.58,44596,1.0,Agriculture,7491
Rajasthan,Jaipur,General,Hindu,77.54,14641,0.79,Service,10325
Uttar Pradesh,Kanpur,OBC,Hindu,80.05,12420,0.99,Unemployed,2838
Uttar Pradesh,Varanasi,General,Hindu,66.48,30057,0.98,Service,9741
Tamil Nadu,Chennai,OBC,Sikh,72.01,66655,0.89,Service,1587
Tamil Nadu,Madurai,General,Hindu,84.4,50286,0.88,Unemployed,12509
Rajasthan,Jaipur,OBC,Muslim,77.99,43486,0.95,Agriculture,629
Uttar Pradesh,Varanasi,General,Hindu,72.66,36045,0.87,Service,9528
Tamil Nadu,Coimbatore,General,Hindu,77.59,41640,0.94,Unemployed,12856
Tamil Nadu,Madurai,SC,Hindu,62.8,38979,0.81,Daily Wage,10447
Uttar Pradesh,Varanasi,General,Hindu,82.86,46817,0.93,Agriculture,4990
Rajasthan,Ajmer,General,Hindu,74.31,48548,1.03,Agriculture,14948
Maharashtra,Pune,OBC,Hindu,75.38,45767,1.09,Unemployed,10558
Bihar,Bhagalpur,OBC,Hindu,78.84,32592,0.84,Business,10739
Uttar Pradesh,Kanpur,ST,Hindu,76.68,31434,0.9,Agriculture,12926
Maharashtra,Nagpur,SC,Muslim,42.63,40077,0.96,Daily Wage,7944
Tamil Nadu,Chennai,General,Hindu,54.85,51799,0.9,Daily Wage,13253
Bihar,Gaya,OBC,Hindu,96.9,26459,0.91,Business,9402
Maharashtra,Pune,ST,Sikh,51.25,54168,0.91,Agriculture,6448
Bihar,Bhagalpur,OBC,Hindu,62.75,45604,0.81,Agriculture,8962
Bihar,Gaya,OBC,Hindu,76.25,61720,1.01,Agriculture,1280
Bihar,Bhagalpur,OBC,Muslim,76.38,48050,1.12,Business,5182
Uttar Pradesh,Kanpur,OBC,Hindu,82.1,41595,1.04,Unemployed,10601
Tamil Nadu,Madurai,SC,Hindu,51.14,46644,0.85,Service,3023
Rajasthan,Udaipur,General,Muslim,66.33,10000,0.99,Business,5047
Tamil Nadu,Chennai,ST,Hindu,53.56,51667,0.99,Daily Wage,5374
Tamil Nadu,Chennai,SC,Hindu,71.24,18746,1.05,Business,14068
Tamil Nadu,Chennai,SC,Hindu,81.06,46462,1.03,Agriculture,7009
Maharashtra,Nagpur,SC,Hindu,61.7,27129,1.03,Agriculture,3363
Bihar,Patna,SC,Hindu,44.94,28733,0.77,Daily Wage,12496
Bihar,Bhagalpur,SC,Hindu,52.96,44630,1.0,Business,6036
Uttar Pradesh,Lucknow,SC,Muslim,60.51,37556,0.76,Business,2157
Rajasthan,Jaipur,General,Hindu,66.27,34779,0.88,Unemployed,544
Rajasthan,Udaipur,SC,Hindu,66.0,22092,0.89,Unemployed,9193
Tamil Nadu,Coimbatore,OBC,Hindu,49.13,30588,0.84,Unemployed,3775
Tamil Nadu,Chennai,General,Hindu,70.79,30733,0.96,Service,4826
Tamil Nadu,Madurai,OBC,Hindu,68.55,60080,1.0,Agriculture,6088
Maharashtra,Mumbai,SC,Hindu,41.6,16026,0.96,Daily Wage,6648
Uttar Pradesh,Kanpur,OBC,Hindu,60.7,10000,1.08,Daily Wage,3272
Rajasthan,Ajmer,OBC,Christian,77.2,42814,0.89,Daily Wage,14890
Rajasthan,Ajmer,SC,Hindu,64.28,24434,0.97,Business,9165
Uttar Pradesh,Lucknow,OBC,Hindu,60.79,57744,0.79,Business,4541
Uttar Pradesh,Lucknow,OBC,Hindu,82.32,35583,0.9,Daily Wage,11840
Bihar,Gaya,General,Sikh,71.67,56000,1.09,Unemployed,13330
Tamil Nadu,Chennai,SC,Hindu,63.13,21639,0.96,Daily Wage,5955
Uttar Pradesh,Lucknow,ST,Muslim,78.17,55215,1.04,Service,11847
Uttar Pradesh,Lucknow,OBC,Muslim,77.96,45491,1.07,Daily Wage,4725
Bihar,Gaya,OBC,Hindu,65.43,14673,0.96,Business,1842
Uttar Pradesh,Varanasi,OBC,Muslim,61.82,19174,0.88,Unemployed,11998
Rajasthan,Jaipur,OBC,Christian,94.85,37041,0.99,Business,13667
Maharashtra,Pune,SC,Hindu,47.78,10000,0.87,Daily Wage,13364
Rajasthan,Ajmer,General,Hindu,84.38,50014,1.01,Service,4723
Uttar Pradesh,Lucknow,General,Hindu,77.39,36129,1.09,Business,7364
Uttar Pradesh,Lucknow,General,Christian,63.67,66093,0.99,Agriculture,3116
Uttar Pradesh,Kanpur,OBC,Hindu,52.11,23779,0.77,Service,7916
Uttar Pradesh,Varanasi,General,Muslim,81.63,44628,0.73,Service,7789
Rajasthan,Ajmer,ST,Christian,63.76,26942,0.8,Business,8063
Tamil Nadu,Chennai,SC,Hindu,76.78,36609,0.92,Unemployed,940
Bihar,Gaya,SC,Hindu,56.01,12300,0.82,Service,13399
Uttar Pradesh,Varanasi,ST,Hindu,72.85,27891,0.95,Agriculture,12344
Maharashtra,Pune,General,Sikh,49.56,25228,1.01,Agriculture,9424
Bihar,Bhagalpur,ST,Hindu,63.78,61300,1.08,Business,10350
Bihar,Patna,SC,Muslim,57.69,42094,0.92,Unemployed,8279
Maharashtra,Mumbai,General,Hindu,90.55,62235,0.97,Service,11565
Bihar,Patna,OBC,Muslim,72.0,56672,1.01,Unemployed,2411
Bihar,Gaya,General,Hindu,85.59,12095,1.0,Unemployed,7952
Tamil Nadu,Madurai,General,Muslim,64.85,71345,1.1,Business,12287
Maharashtra,Nagpur,OBC,Hindu,70.33,58034,1.13,Unemployed,6579
Tamil Nadu,Madurai,SC,Muslim,60.74,72079,0.95,Agriculture,11096
Rajasthan,Jaipur,OBC,Hindu,67.85,47988,0.91,Unemployed,6855
Maharashtra,Mumbai,General,Muslim,70.85,66141,0.95,Service,3950
Tamil Nadu,Coimbatore,General,Muslim,53.05,50509,0.88,Service,1515
Rajasthan,Ajmer,OBC,Hindu,78.65,45442,1.1,Daily Wage,2929
Uttar Pradesh,Kanpur,OBC,Hindu,79.08,51353,0.88,Unemployed,6020
Uttar Pradesh,Lucknow,OBC,Hindu,78.04,64526,0.88,Unemployed,11163
Rajasthan,Ajmer,OBC,Hindu,88.0,26759,0.86,Unemployed,7482
Bihar,Patna,OBC,Hindu,72.96,45738,1.04,Service,12169
Bihar,Gaya,OBC,Hindu,60.38,41518,0.88,Business,10241
Tamil Nadu,Chennai,General,Muslim,55.11,31068,0.87,Agriculture,11832
Bihar,Bhagalpur,ST,Muslim,65.22,52283,0.8,Daily Wage,8207
Rajasthan,Jaipur,ST,Hindu,63.52,17349,1.01,Business,13340
Bihar,Gaya,OBC,Hindu,63.77,19230,1.03,Unemployed,11595
Tamil Nadu,Chennai,SC,Hindu,54.13,30260,0.73,Agriculture,8032
Bihar,Gaya,OBC,Muslim,79.47,47313,0.95,Service,3736
Maharashtra,Mumbai,SC,Sikh,44.72,53140,0.88,Business,8071
Rajasthan,Udaipur,General,Hindu,65.47,79680,0.88,Daily Wage,6018
Rajasthan,Jaipur,General,Hindu,77.42,53431,0.99,Unemployed,3089
Bihar,Patna,SC,Hindu,62.82,40645,0.98,Unemployed,10571
Uttar Pradesh,Kanpur,SC,Hindu,59.48,57669,0.82,Service,3980
Bihar,Gaya,OBC,Hindu,80.21,47335,1.02,Daily Wage,10932
Maharashtra,Pune,ST,Hindu,71.17,33611,0.76,Service,2856
Maharashtra,Nagpur,SC,Hindu,59.28,20132,0.88,Daily Wage,11002
Uttar Pradesh,Varanasi,OBC,Hindu,57.58,27839,0.89,Service,6268
Tamil Nadu,Madurai,ST,Hindu,36.22,45503,1.17,Unemployed,5467
Uttar Pradesh,Varanasi,OBC,Hindu,76.06,31956,0.94,Agriculture,7858
Tamil Nadu,Chennai,OBC,Muslim,65.79,36350,0.95,Business,10500
Bihar,Gaya,ST,Hindu,51.59,60243,0.8,Daily Wage,7484
Rajasthan,Udaipur,SC,Hindu,67.18,33482,1.14,Agriculture,5769
Tamil Nadu,Madurai,OBC,Muslim,73.41,29601,0.93,Agriculture,14971
Maharashtra,Nagpur,General,Muslim,70.4,27858,0.87,Business,1490
Uttar Pradesh,Varanasi,OBC,Muslim,52.15,21155,0.96,Daily Wage,5040
Bihar,Patna,SC,Sikh,63.0,10000,0.94,Business,11815
Bihar,Patna,ST,Hindu,65.63,32556,0.89,Unemployed,13677
Uttar Pradesh,Kanpur,OBC,Hindu,65.88,26888,0.89,Agriculture,4275
Maharashtra,Pune,General,Muslim,71.74,79615,0.88,Daily Wage,13550
Bihar,Gaya,OBC,Christian,66.82,34224,0.88,Daily Wage,679
Tamil Nadu,Coimbatore,OBC,Muslim,80.98,10000,0.9,Unemployed,11712
Bihar,Bhagalpur,OBC,Hindu,78.18,30588,0.87,Agriculture,11012
Uttar Pradesh,Varanasi,OBC,Hindu,74.41,48595,0.97,Service,2225
Uttar Pradesh,Kanpur,OBC,Hindu,61.99,41843,0.91,Service,804
Maharashtra,Pune,General,Hindu,77.45,67248,0.7,Service,4418
Bihar,Patna,SC,Muslim,61.11,10000,1.19,Agriculture,9527
Uttar Pradesh,Lucknow,General,Hindu,65.32,56195,0.95,Daily Wage,7203
Maharashtra,Mumbai,ST,Hindu,51.97,21169,1.11,Agriculture,14415
Maharashtra,Pune,OBC,Hindu,79.56,64153,0.96,Service,3651
Tamil Nadu,Madurai,OBC,Hindu,72.88,30992,0.92,Service,11242
Uttar Pradesh,Lucknow,SC,Hindu,49.58,36260,0.87,Service,5833
Bihar,Gaya,SC,Muslim,64.42,37550,0.98,Service,8665
Maharashtra,Nagpur,SC,Christian,76.75,34434,1.03,Business,4523
Rajasthan,Udaipur,OBC,Hindu,90.52,54599,1.07,Daily Wage,3439
Uttar Pradesh,Kanpur,OBC,Hindu,66.93,38444,0.82,Agriculture,4238
Maharashtra,Pune,ST,Christian,64.99,39116,0.95,Daily Wage,8414
Tamil Nadu,Madurai,SC,Hindu,70.27,16883,1.11,Unemployed,8264
Bihar,Patna,ST,Hindu,69.02,33940,0.94,Daily Wage,9433
Bihar,Patna,OBC,Hindu,74.81,57812,0.96,Service,4989
Rajasthan,Udaipur,General,Muslim,71.44,45271,1.13,Daily Wage,9727
Rajasthan,Jaipur,General,Christian,66.31,44557,1.1,Agriculture,4762
